"","Plasma.T.rd","Time.trap","Time.bled","Time.delay","FW.No","ABBBS.No.","Current.Colors","Year","Date","recap","Site","Bander","Sex","Sexed.how.","Age","Aged.how.","Plumage.Type","wing","tarsus","tail","Top.Culm","Brood.Patch","Shoulder.Area","Eyebrow","White.Chin","fat","Ectoparasites","Molt.wing","Molt.total","bird.weight","status","Breed.stage","Blood.hemato","Blood.plasma","Plasma.T","Molt.","Eccentric.molt.","Minimum.T.","Eggs","MTresid","logMTresid","Eyebrow.Length","Playback.Used.","index","Sample","pg.in.tube","recovery","total.pg","Plasma.mL","prop.in.assay","mL.in.tube","pg.mL","minTmerge","Subspecies","jul_date","Time_delay_sec","MoltYN","BreedYN","sunrise","Time.trap.sec","T_aft_sunrise","LPlasma.T","minT_compiled","andr.detected"
"152",399.12,"6:35:35","6:38:27","0:02:52","15-04137",47723,"BBW","2015","11/14/15",1,"Garuahi","JPB","F","Known","1+","Known","Black",45.54,23.87,49.76,NA,"N",NA,"N","N",0,1,1,3,8.05,"BF","Prebreed",46.73,48.82,399.12,0,"N",NA,NA,NA,NA,NA,"Y",279,5,8.41,0.626102851,13.43229789,0.0488,0.689655172,0.033655172,399.1154086,"no","M.a.moretoni",318,172,"Yes","No",21600,23735,2135,5.98926212355278,"no",1
"153",403.93,"7:23:00","7:26:00","0:03:00","14-04058",36175,"WGB","2015","8/8/15",1,"Porotona","JPB","M","Known","1","Known","Glossy",45.74,22.56,43.18,11.92,NA,322.3122,"N","N",0,1,0,0,8.43,"BM","Fledglg",44.8,49.57,403.93,0,"N",NA,NA,NA,NA,NA,"N",187,43,12.96,0.77624799,16.69569541,0.0496,0.833333333,0.041333333,403.9281147,"no","M.a.moretoni",220,180,"No","Yes",21600,26580,4980,6.0012415956219,"no",1
"154",411.75,"8:22:00","8:25:00","0:03:00","11-07030",11027,"WYO","2015","11/3/15",1,"Garuahi","JPB","M","Known","5+","Known","Glossy",46.2,23.5,42.4,NA,"N",NA,"N","N",1,1,1,6,9.31,"BM","Prebreed",47.7,41.8,411.75,0,NA,NA,NA,NA,NA,NA,"Y",253,47,9.24,0.644228869,14.34272887,0.0418,0.833333333,0.034833333,411.7529819,"no","M.a.moretoni",307,180,"Yes","No",21600,30120,8520,6.02041636905775,"no",1
"155",421.89,"9:43:00","9:47:00","0:04:00","14-04024",36128,"EYO","2015","10/28/15",1,"Porotona","JPB","M","Known","1","Known","Glossy",45.8,23.3,46.6,NA,NA,NA,"N","N",1,0,0,3,9.49,"BM","Prebreed",44.6,45.2,421.89,0,NA,NA,NA,NA,NA,NA,"N",245,41,8.13,0.511605678,15.89114497,0.0452,0.833333333,0.037666667,421.8888046,"no","M.a.moretoni",301,240,"Yes","No",21600,34980,13380,6.04474461655027,"no",1
"156",424.22,"6:10:00","6:15:49","0:05:49","14-04031",36149,"WKY","2015","7/25/15",1,"Garuahi","JPB","F","Known","2+","Known","Black",44.14,22.17,49.17,11.2,"N",301.7133,"M","M",0,1,1,7,8.12,"BF","Prebreed",51.17,37.41,424.22,0,"N",NA,NA,NA,NA,NA,"N",160,34,9.88,0.747272701,13.22141166,0.0374,0.833333333,0.031166667,424.2164168,"no","M.a.moretoni",206,349,"Yes","No",21600,22200,600,6.05025218859107,"no",1
"157",427.45,"7:01:14","7:07:00","0:05:46","15-04015",47619,"KYE","2015","7/1/15",0,"Obo","EDE","M","Plum","1+","Skull","Glossy",43.8,22.31,41.69,10.24,NA,278.9408,"N","N",0,1,1,6,8.23,"BM","Prebreed",59.53,66.23,427.45,0,"N",NA,NA,NA,NA,NA,"N",101,42,15.53,0.658582024,23.58096552,0.0662,0.833333333,0.055166667,427.4495261,"no","M.a.lorentzi",182,346,"Yes","No",21600,25274,3674,6.05783732247224,"no",1
"158",433.19,"8:41:30","8:46:30","0:05:00","14-04047",36164,"O--","2015","8/16/15",1,"Porotona","JPB","M","Known","2+","Known","Glossy",44.34,22.99,43.5,11.41,NA,319.2462,"N","N",1,1,0,2,8.62,"BM","Prebreed",39.91,50.87,433.19,0,NA,NA,NA,NA,NA,NA,"N",199,53,9.94,0.540968644,18.3744476,0.0509,0.833333333,0.042416667,433.1893343,"no","M.a.moretoni",228,300,"Yes","No",21600,31290,9690,6.07117643083454,"no",1
"159",441.94,"18:30:00","18:37:55","0:07:55","15-04020",47624,"WEE","2015","7/1/15",0,"Obo","EDE","M","S, CP","1+","Skull","Glossy",43.62,21.96,41.56,10.34,NA,266.9329,NA,NA,2,1,1,9,7.91,"BM","Nestlg",48.49,34.92,441.94,0,"Y",NA,NA,NA,NA,NA,"N",105,33,7.91,0.615415723,12.85310028,0.0349,0.833333333,0.029083333,441.9404109,"no","M.a.lorentzi",182,475,"Yes","Yes",21600,66600,45000,6.09117412625696,"no",1
"160",489.38,"6:51:05","6:54:30","0:03:25","12-04001",36002,"EWY","2015","7/22/15",1,"Garuahi","JPB","F","Known","4+","Known","Black",44.68,21.71,48.76,12.84,"Y",337.0936,"M","L",0,1,1,6,8.98,"BF","Prebreed",32.04,29.56,489.38,0,"N",NA,NA,NA,NA,NA,"Y",156,16,8.91,0.738112854,12.0713248,0.0296,0.833333333,0.024666667,489.3780326,"no","M.a.moretoni",203,205,"Yes","No",21600,24665,3065,6.19313928380654,"no",1
"161",495.07,"9:51:45","9:55:10","0:03:25","12-04028",36029,"WWB","2015","7/20/15",1,"Garuahi","EDE","M","S, CP","3","Known","Glossy",45.45,23.22,43.71,11.52,NA,222.6672,"N","N",1,1,0,2,10.21,"BM","Prebreed",37.01,35.59,495.07,0,NA,NA,NA,NA,NA,NA,"Y",154,63,8.89,0.605293683,14.68708537,0.0356,0.833333333,0.029666667,495.0702932,"no","M.a.moretoni",201,205,"Yes","No",21600,35505,13905,6.20469916671207,"no",1
"162",497.11,"16:43:25","16:45:12","0:01:47","15-04113",36134,"GGG","2015","11/20/15",1,"Porotona","JPB","F","Known","1+","Known","Black",45.27,22.3,45.29,NA,"N",NA,"N","N",2,1,1,5,10.94,"BF","Build",43.89,43.77,497.11,0,NA,NA,NA,NA,NA,NA,"N",294,17,11.84,0.652536117,18.14458953,0.0438,0.833333333,0.0365,497.1120419,"no","M.a.moretoni",324,107,"Yes","Yes",21600,60205,38605,6.20881132957501,"no",1
"163",511.04,"16:49:00","16:52:00","0:03:00","14-04058",36175,"WGB","2015","10/2/15",1,"Porotona","JPB","M","Known","1","Known","Glossy",46.7,22.1,43.6,NA,NA,NA,"N","N",1,1,1,7,8.98,"BM","Prebreed",34.9,36.5,511.04,0,"N",NA,NA,NA,NA,NA,"N",231,14,10.99,0.707017504,15.54416962,0.0365,0.833333333,0.030416667,511.0411929,"no","M.a.moretoni",275,180,"Yes","No",21600,60540,38940,6.23644786502665,"no",1
"164",512.77,"17:13:00","17:15:00","0:02:00","14-04029",36133,"BGG","2015","10/16/15",1,"Porotona","JPB","F","Known","2+","Known","Black",46.1,23.2,46.3,NA,"Y",NA,"L","N",0,1,0,1,8.61,"BF","Nestlg",42.1,48.6,512.77,0,NA,NA,NA,NA,NA,NA,"N",242,7,10.5,0.610943826,17.18652281,0.0486,0.689655172,0.033517241,512.7666271,"no","M.a.moretoni",289,120,"Yes","Yes",21600,61980,40380,6.23982740155504,"no",1
"165",513.55,"17:12:00","17:16:00","0:04:00","14-04030",36148,"WEK","2015","9/7/15",1,"Garuahi","JPB","F","Known","1","Known","Black",43.6,22,43.8,NA,"N",NA,"L","N",2,1,1,10,NA,"ANF","Prebreed",45,46.7,513.55,0,"N",NA,NA,NA,NA,NA,"N",218,54,14.57,0.729023867,19.98562825,0.0467,0.833333333,0.038916667,513.5493342,"no","M.a.moretoni",250,240,"Yes","No",21600,61920,40320,6.24134739561181,"no",1
"166",534.34,"6:34:00","6:36:26","0:02:26","15-04144",47731,"GEW","2015","11/16/15",1,"Garuahi","JPB","M","Known","1+","Known","Glossy",44.58,22.02,44.47,NA,NA,NA,"N","N",0,1,0,3,8.91,"BM","Prebreed",50.03,40.87,534.34,0,NA,NA,NA,NA,NA,NA,"Y",287,14,9.21,0.611058385,15.0722095,0.0409,0.689655172,0.028206897,534.3448357,"no","M.a.moretoni",320,146,"Yes","No",21600,23640,2040,6.28103234046997,"no",1
"167",547.71,"16:58:20","17:01:05","0:02:45","14-04040",36158,"KWK","2015","8/12/15",1,"Porotona","JPB","M","Known","1","Known","Glossy",45.95,23.53,44.62,11.56,NA,338.7111,"N","N",1,1,0,3,9.76,"BM","Prebreed",26.21,21.94,547.71,0,"N",NA,NA,NA,NA,NA,"Y",196,46,7.19,0.719311547,9.995668815,0.0219,0.833333333,0.01825,547.7078803,"no","M.a.moretoni",224,165,"Yes","No",21600,61100,39500,6.30574594979353,"no",1
"168",551.64,"16:44:10","16:48:46","0:04:36","13-04005",36093,"GYB","2015","11/13/15",1,"Garuahi","JPB","M","Known","2","Known","Glossy",46.91,23.69,43.69,NA,NA,NA,"N","N",1,1,1,7,10.66,"BM","Prebreed",51.6,44.82,551.64,0,"Y",NA,NA,NA,NA,NA,"N",275,3,10.7,0.62779008,17.04391377,0.0448,0.689655172,0.030896552,551.6445306,"no","M.a.moretoni",317,276,"Yes","No",21600,60250,38650,6.31289565960614,"no",1
"169",552.84,"17:47:30","17:50:00","0:02:30","14-04043",36161,"WKE","2015","8/6/15",1,"Porotona","JPB","M","Known","2+","Known","Glossy",45.78,23.13,44.24,NA,NA,NA,"N","N",3,1,0,3,9.12,"BM","Nestlg",46.76,42.85,552.84,0,"N",NA,NA,NA,NA,NA,"N",179,31,14.25,0.721009526,19.76395525,0.0429,0.833333333,0.03575,552.837909,"no","M.a.moretoni",218,150,"Yes","Yes",21600,64050,42450,6.31506862873583,"no",1
"170",614.5,"5:57:15","6:00:24","0:03:09","15-04136",47722,"EOK","2015","11/15/15",1,"Garuahi","JPB","F","Known","1+","Known","Black",44.42,23.49,45.21,NA,"Y",NA,"N","N",1,1,0,1,NA,"BF","Prebreed",43.48,47.9,614.5,0,NA,NA,NA,NA,NA,NA,"Y",283,14,14.14,0.696567582,20.29953785,0.0479,0.689655172,0.033034483,614.4954046,"no","M.a.moretoni",319,189,"Yes","No",21600,21435,-165,6.42080892900609,"no",1
"171",648.56,"6:48:10","6:51:40","0:03:30","14-04017",36121,"KEG","2015","11/13/15",1,"Garuahi","JPB","M","Known","2+","Known","Glossy",44.26,22.58,42.65,NA,NA,NA,"N","N",1,1,1,4,8.94,"BM","Prebreed",49.35,38.74,648.56,0,NA,NA,NA,NA,NA,NA,"N",271,1,12.13,0.700762768,17.30970957,0.0387,0.689655172,0.026689655,648.5550098,"no","M.a.moretoni",317,210,"Yes","No",21600,24490,2890,6.47475452067945,"no",1
"172",667.4,"7:34:00","7:38:00","0:04:00","15-04054",47655,"OKE","2015","7/8/15",0,"Obo","EDE","M","Plum","1+","Skull","Glossy",43.1,22.61,38.54,9.97,NA,217.81,"N","N",0,0,1,6,7.94,"BM","Prebreed",NA,31.71,667.4,0,"Y",NA,NA,NA,NA,NA,"Y",130,17,11.77,0.667590656,17.63056431,0.0317,0.833333333,0.026416667,667.4030653,"no","M.a.lorentzi",189,240,"Yes","No",21600,27240,5640,6.50338956631727,"no",1
"173",685.59,"9:13:00","9:19:35","0:06:35","15-04028",47632,"WWK","2015","7/3/15",0,"Obo","EDE","M","Plum","1+","Skull","Glossy",45.92,22.09,46.17,10.31,NA,297.774,"N","N
",0,1,1,13,8.48,"BM","Prebreed",40.05,39,685.59,0,"Y",NA,NA,NA,NA,NA,"N",112,6,14.93,0.670053556,22.28180101,0.039,0.833333333,0.0325,685.5938772,"no","M.a.lorentzi",184,395,"Yes","No",21600,33180,11580,6.5302797814129,"no",1
"174",685.97,"17:32:00","17:34:30","0:02:30","14-04050",36167,"GKE","2015","8/7/15",1,"Porotona","JPB","F","Known","1","Known","Black",40.97,23.36,45.29,NA,"Y",NA,"N","N",1,1,0,0,8.9,"BF","Prebreed",47.45,38.72,685.97,0,"N",NA,NA,NA,NA,NA,"Y",184,10,12.3,0.671829979,18.30820353,0.0387,0.689655172,0.026689655,685.966282,"no","M.a.moretoni",219,150,"No","No",21600,63120,41520,6.5308338949912,"no",1
"175",698.17,"7:47:00","7:50:40","0:03:40","15-04107",36188,"GKO","2015","8/5/15",1,"Porotona","JPB","F","Known","1+","Known","Black",44.68,22,45.91,11.11,"Y",268.8375,"M","M",0,1,0,0,8.25,"BF","Fledglg",44.09,45.08,698.17,0,"N",NA,NA,NA,NA,NA,"N",172,20,14.94,0.569369833,26.23953559,0.0451,0.833333333,0.037583333,698.1694615,"no","M.a.moretoni",217,220,"No","Yes",21600,28020,6420,6.54846262611675,"no",1
"176",703.35,"7:41:30","7:46:30","0:05:00","14-04065",36180,"GYG","2015","11/16/15",1,"Garuahi","JPB","M","S, CP","2+","Known","Glossy",45.12,23.42,42.51,NA,NA,NA,"N","N",0,1,1,2,9.49,"BM","Incub",52.02,47.08,703.35,0,NA,NA,NA,NA,NA,NA,"N",289,16,15.53,0.562550529,27.60640902,0.0471,0.833333333,0.03925,703.3480006,"no","M.a.moretoni",320,300,"Yes","Yes",21600,27690,6090,6.5558546342037,"no",1
"177",710.78,"10:08:00","10:13:38","0:05:38","14-04021",36125,"EGW","2015","8/11/15",1,"Porotona","JPB","M","Known","1","Known","Glossy",46,23.2,46.45,12.35,NA,363.7062,"N","N",2,1,1,5,9.93,"BM","Prebreed",55.6,46.52,710.78,0,"N",NA,NA,NA,NA,NA,"N",190,44,18.93,0.687293853,27.54280417,0.0465,0.833333333,0.03875,710.7820432,"no","M.a.moretoni",223,338,"Yes","No",21600,36480,14880,6.56636295857456,"no",1
"178",728.54,"17:25:00","17:28:00","0:03:00","14-04032",36150,"KKW","2015","9/2/15",1,"Garuahi","JPB","F","Known","2+","Known","Black",44.5,22.2,47.2,NA,"N",NA,"L","N",1,1,0,0,8.8,"BF","Prebreed",44.1,48.2,728.54,0,NA,NA,NA,NA,NA,NA,"N",207,58,18.87,0.644845055,29.26284363,0.0482,0.833333333,0.040166667,728.5355261,"no","M.a.moretoni",245,180,"No","No",21600,62700,41100,6.59104253147176,"no",1
"179",754.23,"7:08:00","7:12:26","0:04:26","15-04034",47638,"YOW","2015","7/5/15",0,"Obo","EDE","M","Plum","1+","Plumage","Glossy",41.96,21.53,40.42,10.09,NA,312.2064,"N","N",1,1,1,5,7.14,"BM","Prebreed",41.35,42.67,754.23,0,"N",NA,NA,NA,NA,NA,"N",117,10,18.64,0.694537675,26.83799694,0.0427,0.833333333,0.035583333,754.2294222,"no","M.a.lorentzi",186,266,"Yes","No",21600,25680,4080,6.62569736128058,"no",1
"180",754.23,"9:48:00","9:52:54","0:04:54","15-04039",47700,"BGB","2015","7/5/15",0,"Obo","EDE","M","S, CP","1+","Plumage","Glossy",45.08,21.81,43.91,10.39,NA,NA,NA,NA,1,1,1,10,8.62,"BM","Prebreed",28.12,34.38,754.23,0,"Y",NA,NA,NA,NA,NA,"N",119,10,18.64,0.694537675,26.83799694,0.0427,0.833333333,0.035583333,754.2294222,"no","M.a.lorentzi",186,294,"Yes","No",21600,35280,13680,6.62569736128058,"no",1
"181",754.81,"6:26:00","6:30:20","0:04:20","13-04005",36093,"GYB","2015","7/26/15",1,"Garuahi","JPB","M","Known","2","Known","Glossy",47.48,24.06,44.19,11.75,NA,344.654,"N","N",0,1,1,6,10.26,"BM","Prebreed",46.86,40.76,754.81,0,"Y?",NA,NA,NA,NA,NA,"N",162,59,16.88,0.657738409,25.66369816,0.0408,0.833333333,0.034,754.8146518,"no","M.a.moretoni",207,260,"Yes","No",21600,23160,1560,6.62646606194929,"no",1
"182",763.46,"6:36:25","6:38:30","0:02:05","15-04161",47751,"EGE","2015","8/12/15",0,"Porotona","JPB","F","Plum","1+","Skull","Black",45.81,22.68,45.97,10.6,"N",326.4381,"N","N",1,1,1,7,8.37,"BF","Prebreed",47.76,54.22,763.46,0,NA,NA,NA,NA,NA,NA,"N",191,47,23.43,0.679470525,34.48273198,0.0542,0.833333333,0.045166667,763.4553207,"no","M.a.moretoni",224,125,"Yes","No",21600,23785,2185,6.63786073297847,"no",1
"183",766.49,"17:29:00","17:32:00","0:03:00","15-04164",47754,"KOW","2015","10/10/15",1,"Porotona","JPB","F","Known","1+","Known","Black",43.9,20.9,45.7,NA,"Y",NA,"L","N",2,2,1,4,8.79,"BF","Prebreed",32.1,37.6,766.49,0,NA,NA,NA,NA,NA,NA,"Y",238,12,13.08,0.658086867,19.87579552,0.0376,0.689655172,0.025931034,766.4867954,"no","M.a.moretoni",283,180,"Yes","No",21600,62940,41340,6.64182165191235,"no",1
"184",780.49,"9:45:00","9:50:06","0:05:06","14-04113",36146,"BOB","2015","7/7/15",1,"Obo","EDE","M","Known","2+","Known","Glossy",43.55,22.16,43.22,NA,NA,238.5768,"N","N",0,1,1,7,7.9,"BM","Prebreed",NA,37.36,780.49,0,NA,NA,NA,NA,NA,NA,"N",126,25,16.93,0.69598644,24.32518658,0.0374,0.833333333,0.031166667,780.48727,"no","M.a.lorentzi",188,306,"Yes","No",21600,35100,13500,6.6599219275736,"no",1
"185",796.46,"8:03:00","8:06:00","0:03:00","12-04028",36029,"WWB","2015","11/2/15",1,"Garuahi","JPB","M","Known","3","Known","Glossy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BM","Prebreed",38.1,42.6,796.46,NA,NA,NA,NA,NA,NA,NA,"N",252,46,17.95,0.634854257,28.27420594,0.0426,0.833333333,0.0355,796.4565052,"no","M.a.moretoni",306,180,NA,"No",21600,28980,7380,6.68017690837782,"no",1
"186",874.05,"8:36:00","8:38:00","0:02:00","12-04002",36003,"EYK","2015","11/4/15",1,"Garuahi","JPB","M","Known","4+","Known","Glossy",45.4,24.2,43.3,NA,NA,NA,"N","N",1,1,0,3,9.35,"BM","Prebreed",43.9,41.3,874.05,0,NA,NA,NA,NA,NA,NA,"Y",262,53,17.7,0.588394781,30.08184396,0.0413,0.833333333,0.034416667,874.0487348,"no","M.a.moretoni",308,120,"Yes","No",21600,30960,9360,6.77313758225719,"no",1
"187",898.01,"6:02:00","6:06:00","0:04:00","12-04013",36014,"BEK","2015","11/4/15",1,"Garuahi","JPB","M","Known","4+","Known","Glossy",46.5,22.9,44.8,NA,NA,NA,"N","N",1,1,0,1,9.21,"BM","Build",42.3,43.3,898.01,0,NA,NA,NA,NA,NA,NA,"Y",257,56,20.33,0.627409712,32.4030687,0.0433,0.833333333,0.036083333,898.0065229,"no","M.a.moretoni",308,240,"Yes","Yes",21600,21720,120,6.80018120409766,"no",1
"188",927.95,"7:05:00","7:10:17","0:05:17","15-04010",47615,"WOG","2015","7/6/15",1,"Obo","EDE","M","Known","1+","Known","Glossy",43.84,22.88,NA,NA,NA,NA,NA,NA,0,2,1,3,7.57,"BM","Prebreed",33.97,34.7,927.95,0,NA,NA,NA,NA,NA,NA,"N",122,14,20.18,0.752053624,26.83319296,0.0347,0.833333333,0.028916667,927.9490362,"no","M.a.lorentzi",187,317,"Yes","No",21600,25500,3900,6.83297785202431,"no",1
"189",933.59,"9:21:28","9:27:18","0:05:50","11-07030",11027,"WYO","2015","7/19/15",1,"Garuahi","EDE","M","Known","5+","Known","Glossy",45.62,23.97,42.68,11.73,NA,287.232,"N","N",0,1,0,1,9.49,"BM","Prebreed",39.44,34.91,933.59,0,"N",NA,NA,NA,NA,NA,"Y",150,33,19.22,0.707866308,27.15201978,0.0349,0.833333333,0.029083333,933.5938035,"no","M.a.moretoni",200,350,"Yes","No",21600,33688,12088,6.83903736968962,"no",1
"190",934.41,"7:59:50","8:02:05","0:02:15","15-04131",47716,"KEO","2015","11/5/15",1,"Garuahi","JPB","M","Known","1+","Known","Glossy",46.57,23.51,42.77,NA,NA,NA,"N","N",0,1,1,6,9.73,"BM","Prebreed",47.25,48.58,934.41,0,NA,NA,NA,NA,NA,NA,"N",268,60,22.22,0.587154024,37.8435625,0.0486,0.833333333,0.0405,934.4089505,"no","M.a.moretoni",309,135,"Yes","No",21600,28790,7190,6.83991531407149,"no",1
"191",1017.43,"17:10:00","17:13:00","0:03:00","15-04185",47771,"WOG","2015","9/18/15",0,"Garuahi","JPB","M","S, CP","1+","Skull","Glossy",46.2,23.5,43.2,12,NA,288.36,"N","N",1,1,1,6,9.39,"BM","Fledglg",44.6,46.1,1017.43,0,"N",NA,NA,NA,NA,NA,"N",224,25,28.22,0.721993743,39.0862113,0.0461,0.833333333,0.038416667,1017.428494,"no","M.a.moretoni",261,180,"Yes","Yes",21600,61800,40200,6.9250351188814,"no",1
"192",1047.11,"6:35:35","6:40:05","0:04:30","15-04176",47762,"EKE","2015","11/14/15",1,"Garuahi","JPB","M","Known","1+","Known","Glossy",46.74,23.63,45.8,NA,NA,NA,"N","N",1,2,1,6,9.79,"BM","Prebreed",47.87,51.82,1047.11,0,NA,NA,NA,NA,NA,NA,"Y",280,9,23.61,0.63116454,37.40704444,0.0518,0.689655172,0.035724138,1047.108387,"no","M.a.moretoni",318,270,"Yes","No",21600,23735,2135,6.95378926743404,"no",1
"193",1095.51,"5:48:00","5:51:00","0:03:00","13-04005",36093,"GYB","2015","9/7/15",1,"Garuahi","JPB","M","Known","2","Known","Glossy",46.9,23.6,44.2,NA,NA,NA,"N","N",0,1,1,6,9.83,"ANM","Prebreed",43,40.2,1095.51,0,NA,NA,NA,NA,NA,NA,"N",217,61,32.88,0.895919013,36.69974576,0.0402,0.833333333,0.0335,1095.514799,"no","M.a.moretoni",250,180,"Yes","No",21600,20880,-720,6.9989752872458,"no",1
"194",1114.5,"17:40:00","17:43:00","0:03:00","12-04015",36016,"BWE","2015","11/3/15",1,"Garuahi","JPB","M","Known","3","Known","Glossy",44.3,23.7,NA,NA,NA,NA,"N","N",1,1,1,7,10.33,"BM","Prebreed",49.9,43,1114.5,0,NA,NA,NA,NA,NA,NA,"N",254,48,24.17,0.605213939,39.93629104,0.043,0.833333333,0.035833333,1114.501145,"no","M.a.moretoni",307,180,"Yes","No",21600,63600,42000,7.01616115282592,"no",1
"195",1166.33,"17:38:00","17:43:25","0:05:25","15-04032",47636,"YWW","2015","7/4/15",0,"Obo","EDE","M","S, CP","1+","Skull","Glossy",42.3,22.66,41.3,10.97,NA,275.1168,"N","N",1,0,1,7,8.08,"BM","Prebreed",39.79,40.63,1166.33,0,"N",NA,NA,NA,NA,NA,"N",115,8,24.4,0.618332665,39.46095908,0.0406,0.833333333,0.033833333,1166.333766,"no","M.a.lorentzi",185,325,"Yes","No",21600,63480,41880,7.06161734573608,"no",1
"196",1170.33,"17:59:00","18:02:30","0:03:30","15-04134",47720,"OYO","2015","7/19/15",0,"Garuahi","EDE","F","Plum","1+","Skull","Black",45.85,23.17,45.96,NA,"Y",NA,"N","N",2,1,1,6,9.64,"BF","Prebreed",23.32,25.17,1170.33,0,NA,NA,NA,NA,NA,NA,"N",153,17,18.11,0.736872096,24.57685681,0.0252,0.833333333,0.021,1170.326515,"no","M.a.moretoni",200,210,"Yes","No",21600,64740,43140,7.06504103930487,"no",1
"197",1184.79,"9:24:00","9:28:00","0:04:00","14-04110",36143,"BOY","2015","7/2/15",1,"Obo","EDE","M","S, CP","2+","Known","Glossy",42.51,21.72,38.66,9.59,NA,213.0971,"N","N",1,1,1,7,7.93,"BM","Prebreed",49.05,44.56,1184.79,0,"N",NA,NA,NA,NA,NA,"N",106,45,26.27,0.59657633,44.03459993,0.0446,0.833333333,0.037166667,1184.787442,"no","M.a.lorentzi",183,240,"Yes","No",21600,33840,12240,7.07732082267489,"no",1
"198",1197.75,"16:06:00","16:07:45","0:01:45","12-04015",36016,"BWE","2015","7/19/15",1,"Garuahi","JPB","M","Known","3","Known","Glossy",44.84,23.98,43.98,NA,NA,319.9383,NA,NA,NA,NA,NA,NA,NA,"BM","Prebreed",27.28,25.4,1197.75,NA,NA,NA,NA,NA,NA,NA,"N",151,62,18.29,0.721431333,25.35237819,0.0254,0.833333333,0.021166667,1197.750151,"no","M.a.moretoni",200,105,NA,"No",21600,57960,36360,7.08820007576323,"no",1
"199",1221.59,"17:42:00","17:45:00","0:03:00","14-04040",36158,"KWK","2015","10/9/15",1,"Porotona","JPB","M","Known","1","Known","Glossy",45.9,23.3,44,NA,NA,NA,"N","N",1,1,1,6,9.67,"UNK","Prebreed",44.7,47.3,1221.59,0,"N",NA,NA,NA,NA,NA,"Y",236,19,37.55,0.779841375,48.15081783,0.0473,0.833333333,0.039416667,1221.58523,"no","M.a.moretoni",282,180,"Yes","No",21600,63720,42120,7.10790856788532,"no",1
"200",1224.64,"10:27:23","10:29:15","0:01:52","14-04045",36198,"GYK","2015","8/7/15",1,"Porotona","JPB","F","Known","2+","Known","Black",44.03,22.74,44.57,NA,"Y",NA,"L","N",1,0,0,1,8.83,"BF","Nestlg",30.21,26.31,1224.64,0,"N",NA,NA,NA,NA,NA,"N",183,5,14.54,0.65458862,22.21242404,0.0263,0.689655172,0.018137931,1224.639348,"no","M.a.moretoni",219,112,"Yes","Yes",21600,37643,16043,7.11040220223734,"no",1
"201",1367.01,"16:16:00","16:19:25","0:03:25","14-04044",36162,"YKE","2015","8/6/15",1,"Porotona","JPB","M","Known","2","Known","Glossy",44.67,23.95,43.19,12.52,NA,323.3778,"N","N",1,1,0,2,9.14,"BM","Prebreed",48.19,42.74,1367.01,0,"N",NA,NA,NA,NA,NA,"N",181,40,35.68,0.733509439,48.64286418,0.0427,0.833333333,0.035583333,1367.012576,"no","M.a.moretoni",218,205,"Yes","No",21600,58560,36960,7.22038115198615,"no",1
"202",1389.7,"10:46:00","10:49:03","0:03:03","15-04063",47663,"KEB","2015","7/9/15",0,"Obo","EDE","M","Plum","1+","Plumage","Glossy",38.8,21.46,40.12,10.62,"N",256.7464,"N","N",0,1,1,6,7.7,"BM","Prebreed",NA,48.6,1389.7,0,"N",NA,NA,NA,NA,NA,"N",135,21,31.23,0.554876783,56.2827658,0.0486,0.833333333,0.0405,1389.697921,"no","M.a.lorentzi",190,183,"Yes","No",21600,38760,17160,7.23684317549254,"no",1
"203",1456.59,"7:44:00","7:48:00","0:04:00","15-04173",47760,"EBB","2015","11/4/15",1,"Garuahi","JPB","M","Known","1+","Known","Glossy",45.7,23.8,42.4,NA,NA,NA,"N","N",1,1,1,6,9.49,"BM","Prebreed",40.3,32.9,1456.59,0,"Y",NA,NA,NA,NA,NA,"N",260,57,29.57,0.740456507,39.93482362,0.0329,0.833333333,0.027416667,1456.589311,"no","M.a.moretoni",308,240,"Yes","No",21600,27840,6240,7.28385336645749,"no",1
"204",1752.77,"17:57:34","18:00:12","0:02:38","15-04117",47701,"WOE","2015","11/4/15",1,"Garuahi","JPB","M","Known","1+","Known","Glossy",NA,NA,NA,NA,NA,NA,"N","N",1,1,0,5,9.95,"BM","Prebreed",49.78,45.07,1752.77,0,NA,NA,NA,NA,NA,NA,"Y",265,54,40.15,0.609487659,65.87500075,0.0451,0.833333333,0.037583333,1752.771639,"no","M.a.moretoni",308,158,"Yes","No",21600,64654,43054,7.4689526726624,"no",1
"205",1985.39,"16:53:00","16:56:00","0:03:00","14-04056",36173,"GEE","2015","10/6/15",1,"Porotona","JPB","M","Known","1","Known","Glossy",45.7,23.5,42.6,NA,NA,NA,"N","N",2,1,0,5,9.72,"BM","Prebreed",43.1,44.4,1985.39,0,NA,NA,NA,NA,NA,NA,"N",233,18,55.01,0.748849245,73.45937829,0.0444,0.833333333,0.037,1985.388602,"no","M.a.moretoni",279,180,"Yes","No",21600,60780,39180,7.59357064737453,"no",1
